tier,target_year,seed,mask,parties,p_majority,certified_indicator,certified_coalition_seats,brier
tier3_iso,2022,98765,216,KD+S+MP+SD,1.0,1,217,0.0
tier3_iso,2022,98765,217,M+KD+S+MP+SD,1.0,1,285,0.0
tier3_iso,2022,98765,218,L+KD+S+MP+SD,1.0,1,233,0.0
tier3_iso,2022,98765,219,M+L+KD+S+MP+SD,1.0,1,301,0.0
tier3_iso,2022,98765,220,C+KD+S+MP+SD,1.0,1,241,0.0
tier3_iso,2022,98765,221,M+C+KD+S+MP+SD,1.0,1,309,0.0
tier3_iso,2022,98765,222,L+C+KD+S+MP+SD,1.0,1,257,0.0
tier3_iso,2022,98765,223,M+L+C+KD+S+MP+SD,1.0,1,325,0.0
tier3_iso,2022,98765,224,V+MP+SD,0.0,0,115,0.0
tier3_iso,2022,98765,225,M+V+MP+SD,0.80495,1,183,0.03804450249999998
tier3_iso,2022,98765,226,L+V+MP+SD,0.0,0,131,0.0
tier3_iso,2022,98765,227,M+L+V+MP+SD,1.0,1,199,0.0
tier3_iso,2022,98765,228,C+V+MP+SD,0.0,0,139,0.0
tier3_iso,2022,98765,229,M+C+V+MP+SD,1.0,1,207,0.0
tier3_iso,2022,98765,230,L+C+V+MP+SD,0.0,0,155,0.0
tier3_iso,2022,98765,231,M+L+C+V+MP+SD,1.0,1,223,0.0
tier3_iso,2022,98765,232,KD+V+MP+SD,0.0,0,134,0.0
tier3_iso,2022,98765,233,M+KD+V+MP+SD,1.0,1,202,0.0
tier3_iso,2022,98765,234,L+KD+V+MP+SD,0.0,0,150,0.0
tier3_iso,2022,98765,235,M+L+KD+V+MP+SD,1.0,1,218,0.0
tier3_iso,2022,98765,236,C+KD+V+MP+SD,0.0,0,158,0.0
tier3_iso,2022,98765,237,M+C+KD+V+MP+SD,1.0,1,226,0.0
tier3_iso,2022,98765,238,L+C+KD+V+MP+SD,1.0,0,174,1.0
tier3_iso,2022,98765,239,M+L+C+KD+V+MP+SD,1.0,1,242,0.0
tier3_iso,2022,98765,240,S+V+MP+SD,1.0,1,222,0.0
tier3_iso,2022,98765,241,M+S+V+MP+SD,1.0,1,290,0.0
tier3_iso,2022,98765,242,L+S+V+MP+SD,1.0,1,238,0.0
tier3_iso,2022,98765,243,M+L+S+V+MP+SD,1.0,1,306,0.0
tier3_iso,2022,98765,244,C+S+V+MP+SD,1.0,1,246,0.0
tier3_iso,2022,98765,245,M+C+S+V+MP+SD,1.0,1,314,0.0
tier3_iso,2022,98765,246,L+C+S+V+MP+SD,1.0,1,262,0.0
tier3_iso,2022,98765,247,M+L+C+S+V+MP+SD,1.0,1,330,0.0
tier3_iso,2022,98765,248,KD+S+V+MP+SD,1.0,1,241,0.0
tier3_iso,2022,98765,249,M+KD+S+V+MP+SD,1.0,1,309,0.0
tier3_iso,2022,98765,250,L+KD+S+V+MP+SD,1.0,1,257,0.0
tier3_iso,2022,98765,251,M+L+KD+S+V+MP+SD,1.0,1,325,0.0
tier3_iso,2022,98765,252,C+KD+S+V+MP+SD,1.0,1,265,0.0
tier3_iso,2022,98765,253,M+C+KD+S+V+MP+SD,1.0,1,333,0.0
tier3_iso,2022,98765,254,L+C+KD+S+V+MP+SD,1.0,1,281,0.0
tier3_iso,2022,54321,1,M,0.0,0,68,0.0
tier3_iso,2022,54321,2,L,0.0,0,16,0.0
tier3_iso,2022,54321,3,M+L,0.0,0,84,0.0
tier3_iso,2022,54321,4,C,0.0,0,24,0.0
tier3_iso,2022,54321,5,M+C,0.0,0,92,0.0
tier3_iso,2022,54321,6,L+C,0.0,0,40,0.0
tier3_iso,2022,54321,7,M+L+C,0.0,0,108,0.0
tier3_iso,2022,54321,8,KD,0.0,0,19,0.0
tier3_iso,2022,54321,9,M+KD,0.0,0,87,0.0
tier3_iso,2022,54321,10,L+KD,0.0,0,35,0.0
tier3_iso,2022,54321,11,M+L+KD,0.0,0,103,0.0
tier3_iso,2022,54321,12,C+KD,0.0,0,43,0.0
tier3_iso,2022,54321,13,M+C+KD,0.0,0,111,0.0
tier3_iso,2022,54321,14,L+C+KD,0.0,0,59,0.0
tier3_iso,2022,54321,15,M+L+C+KD,0.0,0,127,0.0
tier3_iso,2022,54321,16,S,0.0,0,107,0.0
tier3_iso,2022,54321,17,M+S,0.0,1,175,1.0
tier3_iso,2022,54321,18,L+S,0.0,0,123,0.0
tier3_iso,2022,54321,19,M+L+S,1.0,1,191,0.0
tier3_iso,2022,54321,20,C+S,0.0,0,131,0.0
tier3_iso,2022,54321,21,M+C+S,1.0,1,199,0.0
tier3_iso,2022,54321,22,L+C+S,0.0,0,147,0.0
tier3_iso,2022,54321,23,M+L+C+S,1.0,1,215,0.0
tier3_iso,2022,54321,24,KD+S,0.0,0,126,0.0
tier3_iso,2022,54321,25,M+KD+S,1.0,1,194,0.0
tier3_iso,2022,54321,26,L+KD+S,0.0,0,142,0.0
tier3_iso,2022,54321,27,M+L+KD+S,1.0,1,210,0.0
tier3_iso,2022,54321,28,C+KD+S,0.0,0,150,0.0
tier3_iso,2022,54321,29,M+C+KD+S,1.0,1,218,0.0
tier3_iso,2022,54321,30,L+C+KD+S,0.20255,0,166,0.041026502500000006
tier3_iso,2022,54321,31,M+L+C+KD+S,1.0,1,234,0.0
tier3_iso,2022,54321,32,V,0.0,0,24,0.0
tier3_iso,2022,54321,33,M+V,0.0,0,92,0.0
tier3_iso,2022,54321,34,L+V,0.0,0,40,0.0
tier3_iso,2022,54321,35,M+L+V,0.0,0,108,0.0
tier3_iso,2022,54321,36,C+V,0.0,0,48,0.0
tier3_iso,2022,54321,37,M+C+V,0.0,0,116,0.0
tier3_iso,2022,54321,38,L+C+V,0.0,0,64,0.0
tier3_iso,2022,54321,39,M+L+C+V,0.0,0,132,0.0
tier3_iso,2022,54321,40,KD+V,0.0,0,43,0.0
tier3_iso,2022,54321,41,M+KD+V,0.0,0,111,0.0
tier3_iso,2022,54321,42,L+KD+V,0.0,0,59,0.0
tier3_iso,2022,54321,43,M+L+KD+V,0.0,0,127,0.0
tier3_iso,2022,54321,44,C+KD+V,0.0,0,67,0.0
tier3_iso,2022,54321,45,M+C+KD+V,0.0,0,135,0.0
tier3_iso,2022,54321,46,L+C+KD+V,0.0,0,83,0.0
tier3_iso,2022,54321,47,M+L+C+KD+V,0.0,0,151,0.0
tier3_iso,2022,54321,48,S+V,0.0,0,131,0.0
tier3_iso,2022,54321,49,M+S+V,1.0,1,199,0.0
tier3_iso,2022,54321,50,L+S+V,0.0,0,147,0.0
tier3_iso,2022,54321,51,M+L+S+V,1.0,1,215,0.0
tier3_iso,2022,54321,52,C+S+V,0.0,0,155,0.0
tier3_iso,2022,54321,53,M+C+S+V,1.0,1,223,0.0
tier3_iso,2022,54321,54,L+C+S+V,0.20255,0,171,0.041026502500000006
tier3_iso,2022,54321,55,M+L+C+S+V,1.0,1,239,0.0
tier3_iso,2022,54321,56,KD+S+V,0.0,0,150,0.0
tier3_iso,2022,54321,57,M+KD+S+V,1.0,1,218,0.0
tier3_iso,2022,54321,58,L+KD+S+V,0.0,0,166,0.0
tier3_iso,2022,54321,59,M+L+KD+S+V,1.0,1,234,0.0
tier3_iso,2022,54321,60,C+KD+S+V,0.7976,0,174,0.6361657599999999
tier3_iso,2022,54321,61,M+C+KD+S+V,1.0,1,242,0.0
tier3_iso,2022,54321,62,L+C+KD+S+V,1.0,1,190,0.0
tier3_iso,2022,54321,63,M+L+C+KD+S+V,1.0,1,258,0.0
tier3_iso,2022,54321,64,MP,0.0,0,18,0.0
tier3_iso,2022,54321,65,M+MP,0.0,0,86,0.0
tier3_iso,2022,54321,66,L+MP,0.0,0,34,0.0
tier3_iso,2022,54321,67,M+L+MP,0.0,0,102,0.0
tier3_iso,2022,54321,68,C+MP,0.0,0,42,0.0
tier3_iso,2022,54321,69,M+C+MP,0.0,0,110,0.0
tier3_iso,2022,54321,70,L+C+MP,0.0,0,58,0.0
tier3_iso,2022,54321,71,M+L+C+MP,0.0,0,126,0.0
tier3_iso,2022,54321,72,KD+MP,0.0,0,37,0.0
tier3_iso,2022,54321,73,M+KD+MP,0.0,0,105,0.0
tier3_iso,2022,54321,74,L+KD+MP,0.0,0,53,0.0
tier3_iso,2022,54321,75,M+L+KD+MP,0.0,0,121,0.0
tier3_iso,2022,54321,76,C+KD+MP,0.0,0,61,0.0
tier3_iso,2022,54321,77,M+C+KD+MP,0.0,0,129,0.0
tier3_iso,2022,54321,78,L+C+KD+MP,0.0,0,77,0.0
tier3_iso,2022,54321,79,M+L+C+KD+MP,0.0,0,145,0.0
tier3_iso,2022,54321,80,S+MP,0.0,0,125,0.0
tier3_iso,2022,54321,81,M+S+MP,1.0,1,193,0.0
tier3_iso,2022,54321,82,L+S+MP,0.0,0,141,0.0
tier3_iso,2022,54321,83,M+L+S+MP,1.0,1,209,0.0
tier3_iso,2022,54321,84,C+S+MP,0.0,0,149,0.0
tier3_iso,2022,54321,85,M+C+S+MP,1.0,1,217,0.0
tier3_iso,2022,54321,86,L+C+S+MP,0.20255,0,165,0.041026502500000006
tier3_iso,2022,54321,87,M+L+C+S+MP,1.0,1,233,0.0
tier3_iso,2022,54321,88,KD+S+MP,0.0,0,144,0.0
tier3_iso,2022,54321,89,M+KD+S+MP,1.0,1,212,0.0
tier3_iso,2022,54321,90,L+KD+S+MP,0.0,0,160,0.0
tier3_iso,2022,54321,91,M+L+KD+S+MP,1.0,1,228,0.0
tier3_iso,2022,54321,92,C+KD+S+MP,0.20255,0,168,0.041026502500000006
tier3_iso,2022,54321,93,M+C+KD+S+MP,1.0,1,236,0.0
tier3_iso,2022,54321,94,L+C+KD+S+MP,1.0,1,184,0.0
tier3_iso,2022,54321,95,M+L+C+KD+S+MP,1.0,1,252,0.0
tier3_iso,2022,54321,96,V+MP,0.0,0,42,0.0
tier3_iso,2022,54321,97,M+V+MP,0.0,0,110,0.0
tier3_iso,2022,54321,98,L+V+MP,0.0,0,58,0.0
tier3_iso,2022,54321,99,M+L+V+MP,0.0,0,126,0.0
tier3_iso,2022,54321,100,C+V+MP,0.0,0,66,0.0
tier3_iso,2022,54321,101,M+C+V+MP,0.0,0,134,0.0
tier3_iso,2022,54321,102,L+C+V+MP,0.0,0,82,0.0
tier3_iso,2022,54321,103,M+L+C+V+MP,0.0,0,150,0.0
tier3_iso,2022,54321,104,KD+V+MP,0.0,0,61,0.0
tier3_iso,2022,54321,105,M+KD+V+MP,0.0,0,129,0.0
tier3_iso,2022,54321,106,L+KD+V+MP,0.0,0,77,0.0
tier3_iso,2022,54321,107,M+L+KD+V+MP,0.0,0,145,0.0
tier3_iso,2022,54321,108,C+KD+V+MP,0.0,0,85,0.0
tier3_iso,2022,54321,109,M+C+KD+V+MP,0.0,0,153,0.0
tier3_iso,2022,54321,110,L+C+KD+V+MP,0.0,0,101,0.0
tier3_iso,2022,54321,111,M+L+C+KD+V+MP,0.59505,0,169,0.35408450249999995
tier3_iso,2022,54321,112,S+V+MP,0.0,0,149,0.0
tier3_iso,2022,54321,113,M+S+V+MP,1.0,1,217,0.0
tier3_iso,2022,54321,114,L+S+V+MP,0.20255,0,165,0.041026502500000006
tier3_iso,2022,54321,115,M+L+S+V+MP,1.0,1,233,0.0
tier3_iso,2022,54321,116,C+S+V+MP,0.6019,0,173,0.36228361
tier3_iso,2022,54321,117,M+C+S+V+MP,1.0,1,241,0.0
tier3_iso,2022,54321,118,L+C+S+V+MP,1.0,1,189,0.0
tier3_iso,2022,54321,119,M+L+C+S+V+MP,1.0,1,257,0.0
tier3_iso,2022,54321,120,KD+S+V+MP,0.0,0,168,0.0
tier3_iso,2022,54321,121,M+KD+S+V+MP,1.0,1,236,0.0
tier3_iso,2022,54321,122,L+KD+S+V+MP,1.0,1,184,0.0
tier3_iso,2022,54321,123,M+L+KD+S+V+MP,1.0,1,252,0.0
tier3_iso,2022,54321,124,C+KD+S+V+MP,1.0,1,192,0.0
tier3_iso,2022,54321,125,M+C+KD+S+V+MP,1.0,1,260,0.0
tier3_iso,2022,54321,126,L+C+KD+S+V+MP,1.0,1,208,0.0
tier3_iso,2022,54321,127,M+L+C+KD+S+V+MP,1.0,1,276,0.0
tier3_iso,2022,54321,128,SD,0.0,0,73,0.0
tier3_iso,2022,54321,129,M+SD,0.0,0,141,0.0
tier3_iso,2022,54321,130,L+SD,0.0,0,89,0.0
tier3_iso,2022,54321,131,M+L+SD,0.0,0,157,0.0
tier3_iso,2022,54321,132,C+SD,0.0,0,97,0.0
tier3_iso,2022,54321,133,M+C+SD,0.0,0,165,0.0
tier3_iso,2022,54321,134,L+C+SD,0.0,0,113,0.0
tier3_iso,2022,54321,135,M+L+C+SD,1.0,1,181,0.0
tier3_iso,2022,54321,136,KD+SD,0.0,0,92,0.0
tier3_iso,2022,54321,137,M+KD+SD,0.0,0,160,0.0
tier3_iso,2022,54321,138,L+KD+SD,0.0,0,108,0.0
tier3_iso,2022,54321,139,M+L+KD+SD,0.3981,1,176,0.36228361
tier3_iso,2022,54321,140,C+KD+SD,0.0,0,116,0.0
tier3_iso,2022,54321,141,M+C+KD+SD,0.79745,1,184,0.041026502500000006
tier3_iso,2022,54321,142,L+C+KD+SD,0.0,0,132,0.0
tier3_iso,2022,54321,143,M+L+C+KD+SD,1.0,1,200,0.0
tier3_iso,2022,54321,144,S+SD,0.40495,1,180,0.3540845025000001
tier3_iso,2022,54321,145,M+S+SD,1.0,1,248,0.0
tier3_iso,2022,54321,146,L+S+SD,1.0,1,196,0.0
tier3_iso,2022,54321,147,M+L+S+SD,1.0,1,264,0.0
tier3_iso,2022,54321,148,C+S+SD,1.0,1,204,0.0
tier3_iso,2022,54321,149,M+C+S+SD,1.0,1,272,0.0
tier3_iso,2022,54321,150,L+C+S+SD,1.0,1,220,0.0
tier3_iso,2022,54321,151,M+L+C+S+SD,1.0,1,288,0.0
tier3_iso,2022,54321,152,KD+S+SD,1.0,1,199,0.0
tier3_iso,2022,54321,153,M+KD+S+SD,1.0,1,267,0.0
tier3_iso,2022,54321,154,L+KD+S+SD,1.0,1,215,0.0
tier3_iso,2022,54321,155,M+L+KD+S+SD,1.0,1,283,0.0
tier3_iso,2022,54321,156,C+KD+S+SD,1.0,1,223,0.0
tier3_iso,2022,54321,157,M+C+KD+S+SD,1.0,1,291,0.0
tier3_iso,2022,54321,158,L+C+KD+S+SD,1.0,1,239,0.0
tier3_iso,2022,54321,159,M+L+C+KD+S+SD,1.0,1,307,0.0
tier3_iso,2022,54321,160,V+SD,0.0,0,97,0.0
tier3_iso,2022,54321,161,M+V+SD,0.0,0,165,0.0
tier3_iso,2022,54321,162,L+V+SD,0.0,0,113,0.0
tier3_iso,2022,54321,163,M+L+V+SD,0.79745,1,181,0.041026502500000006
tier3_iso,2022,54321,164,C+V+SD,0.0,0,121,0.0
tier3_iso,2022,54321,165,M+C+V+SD,1.0,1,189,0.0
tier3_iso,2022,54321,166,L+C+V+SD,0.0,0,137,0.0
tier3_iso,2022,54321,167,M+L+C+V+SD,1.0,1,205,0.0
tier3_iso,2022,54321,168,KD+V+SD,0.0,0,116,0.0
tier3_iso,2022,54321,169,M+KD+V+SD,0.79745,1,184,0.041026502500000006
tier3_iso,2022,54321,170,L+KD+V+SD,0.0,0,132,0.0
tier3_iso,2022,54321,171,M+L+KD+V+SD,1.0,1,200,0.0
tier3_iso,2022,54321,172,C+KD+V+SD,0.0,0,140,0.0
tier3_iso,2022,54321,173,M+C+KD+V+SD,1.0,1,208,0.0
tier3_iso,2022,54321,174,L+C+KD+V+SD,0.0,0,156,0.0
tier3_iso,2022,54321,175,M+L+C+KD+V+SD,1.0,1,224,0.0
tier3_iso,2022,54321,176,S+V+SD,1.0,1,204,0.0
tier3_iso,2022,54321,177,M+S+V+SD,1.0,1,272,0.0
tier3_iso,2022,54321,178,L+S+V+SD,1.0,1,220,0.0
tier3_iso,2022,54321,179,M+L+S+V+SD,1.0,1,288,0.0
tier3_iso,2022,54321,180,C+S+V+SD,1.0,1,228,0.0
tier3_iso,2022,54321,181,M+C+S+V+SD,1.0,1,296,0.0
tier3_iso,2022,54321,182,L+C+S+V+SD,1.0,1,244,0.0
tier3_iso,2022,54321,183,M+L+C+S+V+SD,1.0,1,312,0.0
tier3_iso,2022,54321,184,KD+S+V+SD,1.0,1,223,0.0
tier3_iso,2022,54321,185,M+KD+S+V+SD,1.0,1,291,0.0
tier3_iso,2022,54321,186,L+KD+S+V+SD,1.0,1,239,0.0
tier3_iso,2022,54321,187,M+L+KD+S+V+SD,1.0,1,307,0.0
tier3_iso,2022,54321,188,C+KD+S+V+SD,1.0,1,247,0.0
tier3_iso,2022,54321,189,M+C+KD+S+V+SD,1.0,1,315,0.0
tier3_iso,2022,54321,190,L+C+KD+S+V+SD,1.0,1,263,0.0
tier3_iso,2022,54321,191,M+L+C+KD+S+V+SD,1.0,1,331,0.0
tier3_iso,2022,54321,192,MP+SD,0.0,0,91,0.0
tier3_iso,2022,54321,193,M+MP+SD,0.0,0,159,0.0
tier3_iso,2022,54321,194,L+MP+SD,0.0,0,107,0.0
tier3_iso,2022,54321,195,M+L+MP+SD,0.2024,1,175,0.6361657599999999
tier3_iso,2022,54321,196,C+MP+SD,0.0,0,115,0.0
tier3_iso,2022,54321,197,M+C+MP+SD,1.0,1,183,0.0
tier3_iso,2022,54321,198,L+C+MP+SD,0.0,0,131,0.0
tier3_iso,2022,54321,199,M+L+C+MP+SD,1.0,1,199,0.0
tier3_iso,2022,54321,200,KD+MP+SD,0.0,0,110,0.0
tier3_iso,2022,54321,201,M+KD+MP+SD,0.79745,1,178,0.041026502500000006
tier3_iso,2022,54321,202,L+KD+MP+SD,0.0,0,126,0.0
tier3_iso,2022,54321,203,M+L+KD+MP+SD,1.0,1,194,0.0
tier3_iso,2022,54321,204,C+KD+MP+SD,0.0,0,134,0.0
tier3_iso,2022,54321,205,M+C+KD+MP+SD,1.0,1,202,0.0
tier3_iso,2022,54321,206,L+C+KD+MP+SD,0.0,0,150,0.0
tier3_iso,2022,54321,207,M+L+C+KD+MP+SD,1.0,1,218,0.0
tier3_iso,2022,54321,208,S+MP+SD,1.0,1,198,0.0
tier3_iso,2022,54321,209,M+S+MP+SD,1.0,1,266,0.0
tier3_iso,2022,54321,210,L+S+MP+SD,1.0,1,214,0.0
tier3_iso,2022,54321,211,M+L+S+MP+SD,1.0,1,282,0.0
tier3_iso,2022,54321,212,C+S+MP+SD,1.0,1,222,0.0
tier3_iso,2022,54321,213,M+C+S+MP+SD,1.0,1,290,0.0
tier3_iso,2022,54321,214,L+C+S+MP+SD,1.0,1,238,0.0
tier3_iso,2022,54321,215,M+L+C+S+MP+SD,1.0,1,306,0.0
tier3_iso,2022,54321,216,KD+S+MP+SD,1.0,1,217,0.0
tier3_iso,2022,54321,217,M+KD+S+MP+SD,1.0,1,285,0.0
tier3_iso,2022,54321,218,L+KD+S+MP+SD,1.0,1,233,0.0
tier3_iso,2022,54321,219,M+L+KD+S+MP+SD,1.0,1,301,0.0
tier3_iso,2022,54321,220,C+KD+S+MP+SD,1.0,1,241,0.0
tier3_iso,2022,54321,221,M+C+KD+S+MP+SD,1.0,1,309,0.0
tier3_iso,2022,54321,222,L+C+KD+S+MP+SD,1.0,1,257,0.0
tier3_iso,2022,54321,223,M+L+C+KD+S+MP+SD,1.0,1,325,0.0
tier3_iso,2022,54321,224,V+MP+SD,0.0,0,115,0.0
tier3_iso,2022,54321,225,M+V+MP+SD,0.79745,1,183,0.041026502500000006
tier3_iso,2022,54321,226,L+V+MP+SD,0.0,0,131,0.0
tier3_iso,2022,54321,227,M+L+V+MP+SD,1.0,1,199,0.0
tier3_iso,2022,54321,228,C+V+MP+SD,0.0,0,139,0.0
tier3_iso,2022,54321,229,M+C+V+MP+SD,1.0,1,207,0.0
tier3_iso,2022,54321,230,L+C+V+MP+SD,0.0,0,155,0.0
tier3_iso,2022,54321,231,M+L+C+V+MP+SD,1.0,1,223,0.0
tier3_iso,2022,54321,232,KD+V+MP+SD,0.0,0,134,0.0
tier3_iso,2022,54321,233,M+KD+V+MP+SD,1.0,1,202,0.0
tier3_iso,2022,54321,234,L+KD+V+MP+SD,0.0,0,150,0.0
tier3_iso,2022,54321,235,M+L+KD+V+MP+SD,1.0,1,218,0.0
tier3_iso,2022,54321,236,C+KD+V+MP+SD,0.0,0,158,0.0
tier3_iso,2022,54321,237,M+C+KD+V+MP+SD,1.0,1,226,0.0
tier3_iso,2022,54321,238,L+C+KD+V+MP+SD,1.0,0,174,1.0
tier3_iso,2022,54321,239,M+L+C+KD+V+MP+SD,1.0,1,242,0.0
tier3_iso,2022,54321,240,S+V+MP+SD,1.0,1,222,0.0
tier3_iso,2022,54321,241,M+S+V+MP+SD,1.0,1,290,0.0
tier3_iso,2022,54321,242,L+S+V+MP+SD,1.0,1,238,0.0
tier3_iso,2022,54321,243,M+L+S+V+MP+SD,1.0,1,306,0.0
tier3_iso,2022,54321,244,C+S+V+MP+SD,1.0,1,246,0.0
tier3_iso,2022,54321,245,M+C+S+V+MP+SD,1.0,1,314,0.0
tier3_iso,2022,54321,246,L+C+S+V+MP+SD,1.0,1,262,0.0
tier3_iso,2022,54321,247,M+L+C+S+V+MP+SD,1.0,1,330,0.0
tier3_iso,2022,54321,248,KD+S+V+MP+SD,1.0,1,241,0.0
tier3_iso,2022,54321,249,M+KD+S+V+MP+SD,1.0,1,309,0.0
tier3_iso,2022,54321,250,L+KD+S+V+MP+SD,1.0,1,257,0.0
tier3_iso,2022,54321,251,M+L+KD+S+V+MP+SD,1.0,1,325,0.0
tier3_iso,2022,54321,252,C+KD+S+V+MP+SD,1.0,1,265,0.0
tier3_iso,2022,54321,253,M+C+KD+S+V+MP+SD,1.0,1,333,0.0
tier3_iso,2022,54321,254,L+C+KD+S+V+MP+SD,1.0,1,281,0.0
tier3_iso,2022,13579,1,M,0.0,0,68,0.0
tier3_iso,2022,13579,2,L,0.0,0,16,0.0
tier3_iso,2022,13579,3,M+L,0.0,0,84,0.0
tier3_iso,2022,13579,4,C,0.0,0,24,0.0
tier3_iso,2022,13579,5,M+C,0.0,0,92,0.0
tier3_iso,2022,13579,6,L+C,0.0,0,40,0.0
tier3_iso,2022,13579,7,M+L+C,0.0,0,108,0.0
tier3_iso,2022,13579,8,KD,0.0,0,19,0.0
tier3_iso,2022,13579,9,M+KD,0.0,0,87,0.0
tier3_iso,2022,13579,10,L+KD,0.0,0,35,0.0
tier3_iso,2022,13579,11,M+L+KD,0.0,0,103,0.0
tier3_iso,2022,13579,12,C+KD,0.0,0,43,0.0
tier3_iso,2022,13579,13,M+C+KD,0.0,0,111,0.0
tier3_iso,2022,13579,14,L+C+KD,0.0,0,59,0.0
tier3_iso,2022,13579,15,M+L+C+KD,0.0,0,127,0.0
tier3_iso,2022,13579,16,S,0.0,0,107,0.0
tier3_iso,2022,13579,17,M+S,0.0,1,175,1.0
tier3_iso,2022,13579,18,L+S,0.0,0,123,0.0
tier3_iso,2022,13579,19,M+L+S,1.0,1,191,0.0
tier3_iso,2022,13579,20,C+S,0.0,0,131,0.0
tier3_iso,2022,13579,21,M+C+S,1.0,1,199,0.0
tier3_iso,2022,13579,22,L+C+S,0.0,0,147,0.0
tier3_iso,2022,13579,23,M+L+C+S,1.0,1,215,0.0
tier3_iso,2022,13579,24,KD+S,0.0,0,126,0.0
tier3_iso,2022,13579,25,M+KD+S,1.0,1,194,0.0
tier3_iso,2022,13579,26,L+KD+S,0.0,0,142,0.0
tier3_iso,2022,13579,27,M+L+KD+S,1.0,1,210,0.0
tier3_iso,2022,13579,28,C+KD+S,0.0,0,150,0.0
tier3_iso,2022,13579,29,M+C+KD+S,1.0,1,218,0.0
tier3_iso,2022,13579,30,L+C+KD+S,0.20305,0,166,0.0412293025
tier3_iso,2022,13579,31,M+L+C+KD+S,1.0,1,234,0.0
tier3_iso,2022,13579,32,V,0.0,0,24,0.0
tier3_iso,2022,13579,33,M+V,0.0,0,92,0.0
tier3_iso,2022,13579,34,L+V,0.0,0,40,0.0
tier3_iso,2022,13579,35,M+L+V,0.0,0,108,0.0
tier3_iso,2022,13579,36,C+V,0.0,0,48,0.0
tier3_iso,2022,13579,37,M+C+V,0.0,0,116,0.0
tier3_iso,2022,13579,38,L+C+V,0.0,0,64,0.0
tier3_iso,2022,13579,39,M+L+C+V,0.0,0,132,0.0
tier3_iso,2022,13579,40,KD+V,0.0,0,43,0.0
tier3_iso,2022,13579,41,M+KD+V,0.0,0,111,0.0
tier3_iso,2022,13579,42,L+KD+V,0.0,0,59,0.0
tier3_iso,2022,13579,43,M+L+KD+V,0.0,0,127,0.0
tier3_iso,2022,13579,44,C+KD+V,0.0,0,67,0.0
tier3_iso,2022,13579,45,M+C+KD+V,0.0,0,135,0.0
tier3_iso,2022,13579,46,L+C+KD+V,0.0,0,83,0.0
tier3_iso,2022,13579,47,M+L+C+KD+V,0.0,0,151,0.0
tier3_iso,2022,13579,48,S+V,0.0,0,131,0.0
tier3_iso,2022,13579,49,M+S+V,1.0,1,199,0.0
tier3_iso,2022,13579,50,L+S+V,0.0,0,147,0.0
tier3_iso,2022,13579,51,M+L+S+V,1.0,1,215,0.0
tier3_iso,2022,13579,52,C+S+V,0.0,0,155,0.0
tier3_iso,2022,13579,53,M+C+S+V,1.0,1,223,0.0
tier3_iso,2022,13579,54,L+C+S+V,0.20305,0,171,0.0412293025
tier3_iso,2022,13579,55,M+L+C+S+V,1.0,1,239,0.0
tier3_iso,2022,13579,56,KD+S+V,0.0,0,150,0.0
tier3_iso,2022,13579,57,M+KD+S+V,1.0,1,218,0.0
tier3_iso,2022,13579,58,L+KD+S+V,0.0,0,166,0.0
tier3_iso,2022,13579,59,M+L+KD+S+V,1.0,1,234,0.0
tier3_iso,2022,13579,60,C+KD+S+V,0.80135,0,174,0.6421618225
tier3_iso,2022,13579,61,M+C+KD+S+V,1.0,1,242,0.0
tier3_iso,2022,13579,62,L+C+KD+S+V,1.0,1,190,0.0
tier3_iso,2022,13579,63,M+L+C+KD+S+V,1.0,1,258,0.0
tier3_iso,2022,13579,64,MP,0.0,0,18,0.0
tier3_iso,2022,13579,65,M+MP,0.0,0,86,0.0
tier3_iso,2022,13579,66,L+MP,0.0,0,34,0.0
tier3_iso,2022,13579,67,M+L+MP,0.0,0,102,0.0
tier3_iso,2022,13579,68,C+MP,0.0,0,42,0.0
tier3_iso,2022,13579,69,M+C+MP,0.0,0,110,0.0
tier3_iso,2022,13579,70,L+C+MP,0.0,0,58,0.0
tier3_iso,2022,13579,71,M+L+C+MP,0.0,0,126,0.0
tier3_iso,2022,13579,72,KD+MP,0.0,0,37,0.0
tier3_iso,2022,13579,73,M+KD+MP,0.0,0,105,0.0
tier3_iso,2022,13579,74,L+KD+MP,0.0,0,53,0.0
tier3_iso,2022,13579,75,M+L+KD+MP,0.0,0,121,0.0
tier3_iso,2022,13579,76,C+KD+MP,0.0,0,61,0.0
tier3_iso,2022,13579,77,M+C+KD+MP,0.0,0,129,0.0
tier3_iso,2022,13579,78,L+C+KD+MP,0.0,0,77,0.0
tier3_iso,2022,13579,79,M+L+C+KD+MP,0.0,0,145,0.0
tier3_iso,2022,13579,80,S+MP,0.0,0,125,0.0
tier3_iso,2022,13579,81,M+S+MP,1.0,1,193,0.0
tier3_iso,2022,13579,82,L+S+MP,0.0,0,141,0.0
tier3_iso,2022,13579,83,M+L+S+MP,1.0,1,209,0.0
tier3_iso,2022,13579,84,C+S+MP,0.0,0,149,0.0
tier3_iso,2022,13579,85,M+C+S+MP,1.0,1,217,0.0
tier3_iso,2022,13579,86,L+C+S+MP,0.20305,0,165,0.0412293025
tier3_iso,2022,13579,87,M+L+C+S+MP,1.0,1,233,0.0
tier3_iso,2022,13579,88,KD+S+MP,0.0,0,144,0.0
